,job_name,company,country,location,min_salary,max_salary,description,posted_date,work_type,tags,score,matched,source
629,AI/ML Engineer - Remote,YO AI Labs,Canada,"Calgary, Calgary region",416000.0,728000.0,"Job Description Job Description AI/ML Engineer Job Type: Full-Time Location: Remote Job Summary We are seeking an experienced AI/ML Engineer to build and deploy secure, scalable AI solutions for mission-critical initiatives while contributing to proprietary AI infrastructure. You will work with LLMs, RAG, prompt engineering, multi-agent systems, and cloud AI platforms to develop production-grade machine learning applications. Key Responsibilities Design, implement, and optimize AI/ML solutions …",2026-08-28T08:14:26Z,remote,it-jobs,7,"(('description', ('machine learning', 'ml engineer')), ('job_title', ('ml engineer',)))",adzuna
630,AI/ML Engineer - Remote,YO AI Labs,Canada,"Toronto, Ontario",416000.0,728000.0,"Job Description Job Description AI/ML Engineer Job Type: Full-Time Location: Remote Job Summary We are seeking an experienced AI/ML Engineer to build and deploy secure, scalable AI solutions for mission-critical initiatives while contributing to proprietary AI infrastructure. You will work with LLMs, RAG, prompt engineering, multi-agent systems, and cloud AI platforms to develop production-grade machine learning applications. Key Responsibilities Design, implement, and optimize AI/ML solutions …",2026-08-28T08:08:04Z,remote,it-jobs,7,"(('description', ('machine learning', 'ml engineer')), ('job_title', ('ml engineer',)))",adzuna
631,AI/ML Engineer - Remote,YO AI Labs,Canada,"Montréal, Québec",416000.0,728000.0,"Job Description Job Description AI/ML Engineer Job Type: Full-Time Location: Remote Job Summary We are seeking an experienced AI/ML Engineer to build and deploy secure, scalable AI solutions for mission-critical initiatives while contributing to proprietary AI infrastructure. You will work with LLMs, RAG, prompt engineering, multi-agent systems, and cloud AI platforms to develop production-grade machine learning applications. Key Responsibilities Design, implement, and optimize AI/ML solutions …",2026-08-28T08:13:32Z,remote,it-jobs,7,"(('description', ('machine learning', 'ml engineer')), ('job_title', ('ml engineer',)))",adzuna
632,AI/ML Engineer - Remote,YO AI Labs,Canada,"Ottawa, Ottawa region",416000.0,728000.0,"Job Description Job Description AI/ML Engineer Job Type: Full-Time Location: Remote Job Summary We are seeking an experienced AI/ML Engineer to build and deploy secure, scalable AI solutions for mission-critical initiatives while contributing to proprietary AI infrastructure. You will work with LLMs, RAG, prompt engineering, multi-agent systems, and cloud AI platforms to develop production-grade machine learning applications. Key Responsibilities Design, implement, and optimize AI/ML solutions …",2026-08-28T08:08:47Z,remote,it-jobs,7,"(('description', ('machine learning', 'ml engineer')), ('job_title', ('ml engineer',)))",adzuna
633,Data Scientist (ML Engineer),PLLCA Perpetua Labs,Canada,"Toronto, Ontario",120000.0,140000.0,"Agency: Flywheel Job Function: Data and Analytics Job Subfunction: Data Engineering Job Description: About Flywheel Flywheel’s suite of digital commerce solutions accelerate growth across all major digital marketplaces for the world’s leading brands. We give clients access to near real-time performance measurement and improve sales, share, and profit. With teams across the Americas, Europe and APAC, we offer a career with real impact, endless growth opportunities and the support you need to be …",2026-08-09T11:06:23Z,unknown,it-jobs,11,"(('description', ('data engineer',)), ('job_title', ('data scientist', 'ml engineer')))",adzuna
634,Computer Vision/ML Engineer,Norbert Health,Canada,"Montréal, Québec",0.0,0.0,"Job Description Job Description The company Norbert is building autonomous robots that deliver healthcare. Our AI sensing platform mounts on mobile robots and does the work of a care team memberrounding on patients, capturing vitals without contact (FDA-cleared for pulse and respiratory rate, more in the pipeline), running assessments, documenting to the EMR, and escalating when something's wrong. Autonomously. We're not building demos. We're deployed in real facilities today, monitoring hundre…",2026-08-22T06:46:06Z,unknown,it-jobs,5,"(('job_title', ('ml engineer',)),)",adzuna
635,Senior Distributed ML Engineer,LawZero,Canada,"Montréal, Québec",0.0,0.0,"We are seeking a senior distributed machine learning (ML) research developer to join our team working on a novel AI safety agenda. In this role, you will work closely with ML research scientists to solve difficult training and inference problems using very large models. Key Responsibilities Collaborate with researchers to accelerate research, model training and inference, and facilitate the use of large-scale models in distributed computing environments. Investigate performance bottlenecks, pro…",2026-01-31T15:36:19Z,unknown,it-jobs,6,"(('description', ('machine learning',)), ('job_title', ('ml engineer',)))",adzuna
636,Senior AI / ML Engineer,OneMCI,Canada,Canada,0.0,0.0,"MCI is one of the fastest-growing tech-enabled business services companies in the USA, with a strong call center footprint and operations that extend across multiple countries. We deliver Customer Experience (CX), Business Process Outsourcing (BPO), and Anything-as-a-Service (XaaS) cloud technology solutions across a wide range of industries, including healthcare, retail, government, education, telecom, technology e-commerce, and financial services. Our contact centers are powered by both on-si…",2026-06-13T22:26:09Z,unknown,it-jobs,5,"(('job_title', ('ml engineer',)),)",adzuna
637,Senior AI/ML Engineer,Royal Bank of Canada,Canada,Canada,0.0,0.0,"Job Description What is the opportunity? Are you a creative, results-driven professional passionate about delivering high-performing AI solutions? Join our collaborative and innovative team within Global Payments Technology, where your ideas and contributions are valued. Global Payments Technology is part of RBC’s Technology and Operations division, collaborating with partners across the company to deliver innovative IT solutions. Our clients span various departments, including Risk, Finance, H…",2026-08-27T04:41:56Z,unknown,it-jobs,5,"(('job_title', ('ml engineer',)),)",adzuna
638,AI Systems & ML Engineering Industry Expert,TripleTen,Canada,"Toronto, Ontario",0.0,0.0,"Tr ipleTen is a career learning platform for tech professionals and complete beginners ready to move into higher-paying tech and AI roles. We launched in 2020, we run programs across the US and Latin America, and 7,500 people worldwide have completed one. Our team is fully remote and globally distributed. In 2026 we opened a second tier of programs for people already working in tech: AI Systems Engineering, AI & Machine Learning, and Forward Deployed Engineering. Same platform, different bar. …",2026-08-28T04:45:48Z,remote,it-jobs,6,"(('description', ('machine learning',)), ('job_title', ('ml engineer',)))",adzuna
639,AI Systems & ML Engineering Industry Expert,TripleTen,Canada,Canada,0.0,0.0,"Job Description Job Description ???? TripleTen is a career learning platform for tech professionals and complete beginners ready to move into higher-paying tech and AI roles. We launched in 2020, we run programs across the US and Latin America, and 7,500 people worldwide have completed one. Our team is fully remote and globally distributed. In 2026 we opened a second tier of programs for people already working in tech: AI Systems Engineering, AI & Machine Learning, and Forward Deployed Engineer…",2026-08-27T06:49:10Z,remote,it-jobs,6,"(('description', ('machine learning',)), ('job_title', ('ml engineer',)))",adzuna
640,AI and Data - Manager - AI/ML Engineer,EY,Canada,"Calgary, Calgary region",0.0,0.0,"At EY, we’re all in to shape your future with confidence. We’ll help you succeed in a globally connected powerhouse of diverse teams and take your career wherever you want it to go. Join EY and help to build a better working world. The opportunity This job posting relates to an existing vacancy within our organization. As a Manager in AI/ML Team, you will play a critical leadership role in designing, delivering and scaling AI-driven solutions for our clients. You will lead teams, engage with se…",2026-09-02T06:41:07Z,unknown,it-jobs,5,"(('job_title', ('ml engineer',)),)",adzuna
641,Sr. Software Engineer (ML Researcher),EarthDaily Analytics,Canada,"Canada Place, Vancouver",0.0,0.0,"OUR VISION At EarthDaily Analytics (EDA), we strive to build a more sustainable planet by creating innovative solutions that combine satellite imagery of the Earth, modern software engineering, machine learning, and cloud computing to solve the toughest challenges in agriculture, energy and mining, insurance and risk mitigation, wildfire and forest intelligence, carbon-capture verification and more. EDA’s signature Earth Observation mission, the EarthDaily Constellation (EDC), is currently unde…",2026-07-07T16:38:05Z,unknown,it-jobs,1,"(('description', ('machine learning',)),)",adzuna
642,Sr. Software Engineer (ML Researcher),EarthDaily Analytics,Canada,"Vancouver, Greater Vancouver",0.0,0.0,"Job Description Job Description OUR VISION At EarthDaily Analytics (EDA), we strive to build a more sustainable planet by creating innovative solutions that combine satellite imagery of the Earth, modern software engineering, machine learning, and cloud computing to solve the toughest challenges in agriculture, energy and mining, insurance and risk mitigation, wildfire and forest intelligence, carbon-capture verification and more. EDA’s signature Earth Observation mission, the EarthDaily Conste…",2026-08-07T06:42:20Z,unknown,it-jobs,1,"(('description', ('machine learning',)),)",adzuna
643,Senior ML Kernel Performance Engineer,Amazon Development Centre Canada ULC,Canada,"Toronto, Ontario",0.0,0.0,"The Annapurna Labs team at Amazon builds Neuron, the software development kit used to accelerate deep learning and GenAI workloads on Amazon’s custom machine learning accelerators, Inferentia and Trainium. The Acceleration Kernel Library team is at the forefront of maximizing performance for Amazon's custom ML accelerators. Working at the hardware-software boundary, our engineers craft high-performance kernels for ML functions, ensuring every FLOP counts in delivering optimal performance for ou…",2026-09-03T03:41:32Z,unknown,it-jobs,1,"(('description', ('machine learning',)),)",adzuna
